2017-02-25T10:11:44.180Z;+0100;0;20170225-1011440180-80e4da71a72f-db7268;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-25T10:45:45.453Z;+0100;0;20170225-1045450453-80e4da71a72f-d7f8fb;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-25T12:19:23.214Z;+0100;1;20170225-1219230214-80e4da71a72f-4545de;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-25T21:50:05.716Z;+0100;0;20170225-2150050716-80e4da71a72f-544540;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-26T07:05:10.220Z;+0100;0;20170226-0705100220-80e4da71a72f-6233dd;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-26T16:28:11.081Z;+0100;0;20170226-1628110081-80e4da71a72f-39d329;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-26T20:09:08.531Z;+0100;0;20170226-2009080531-80e4da71a72f-ead56b;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-26T20:09:25.993Z;+0100;0;20170226-2009250993-80e4da71a72f-086fd8;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-26T20:21:06.514Z;+0100;0;20170226-2021060514-80e4da71a72f-97ea1c;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-26T20:29:12.243Z;+0100;0;20170226-2029120243-80e4da71a72f-c6d32c;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-26T21:36:44.871Z;+0100;0;20170226-2136440871-80e4da71a72f-48ffda;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-26T22:02:16.153Z;+0100;0;20170226-2202160153-80e4da71a72f-83c189;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-26T22:05:51.593Z;+0100;0;20170226-2205510593-80e4da71a72f-a805ad;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-26T22:10:20.747Z;+0100;0;20170226-2210200747-80e4da71a72f-9cf943;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-27T07:08:11.067Z;+0100;0;20170227-0708110067-80e4da71a72f-c2b26f;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-27T08:09:42.474Z;+0100;0;20170227-0809420474-80e4da71a72f-6e25b4;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-27T10:27:03.799Z;+0100;0;20170227-1027030799-80e4da71a72f-1a4fbb;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-27T13:05:24.332Z;+0100;0;20170227-1305240332-80e4da71a72f-73f071;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-27T14:17:05.515Z;+0100;0;20170227-1417050515-80e4da71a72f-e7f808;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-27T16:57:02.660Z;+0100;0;20170227-1657020660-80e4da71a72f-3800c4;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-27T23:15:21.329Z;+0100;0;20170227-2315210329-80e4da71a72f-4b9641;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-28T06:30:21.894Z;+0100;0;20170228-0630210894-80e4da71a72f-0d928b;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-28T07:31:57.437Z;+0100;0;20170228-0731570437-80e4da71a72f-fbeed9;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-28T10:52:12.297Z;+0100;0;20170228-1052120297-80e4da71a72f-e7e06d;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-28T12:46:57.278Z;+0100;0;20170228-1246570278-80e4da71a72f-008d55;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-28T20:58:50.736Z;+0100;0;20170228-2058500736-80e4da71a72f-d7efaa;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-28T21:48:40.379Z;+0100;0;20170228-2148400379-80e4da71a72f-a9de03;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-28T21:52:03.132Z;+0100;0;20170228-2152030132-80e4da71a72f-5794d3;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-02-28T22:15:03.913Z;+0100;0;20170228-2215030913-80e4da71a72f-56829f;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-03-01T13:22:30.117Z;+0100;0;20170301-1322300117-80e4da71a72f-db00c8;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-03-02T05:46:54.491Z;+0100;0;20170302-0546540491-80e4da71a72f-46555a;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-03-02T05:56:49.985Z;+0100;0;20170302-0556490985-80e4da71a72f-835436;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-03-02T05:59:05.119Z;+0100;0;20170302-0559050119-80e4da71a72f-5ae203;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-03-02T06:00:28.348Z;+0100;0;20170302-0600280348-80e4da71a72f-158e4b;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-03-02T08:25:29.837Z;+0100;0;20170302-0825290837-80e4da71a72f-82d387;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-03-02T11:32:00.291Z;+0100;3;20170302-1132000291-80e4da71a72f-a8cbac;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-03-02T18:37:23.279Z;+0100;0;20170302-1837230279-80e4da71a72f-5cc20f;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
2017-03-02T18:56:52.830Z;+0100;0;20170302-1856520830-80e4da71a72f-8e62dd;observation;1;Flicbutton;80:e4:da:71:a7:2f;;black;2;TOTTI_Android;0.1.9a
